"index"	"name"	"continent"	"added_on_mm_dd_yyyy"	"link"	"application_deadlines"	"note_tenure_track_only_there_is_another_work_sheet_for_ntt"	"x1st_round_notice"	"email_phone"	"how_many"	"track"	"x2nd_round_notice"	"email_phone_2"	"number_in_2nd_round"	"track_2"	"comment_virtual_or_onsite"	"number_positions"	"offers_made"	"accepted"	"declined"	"who_took_the_offer_congrats"	"note_1"	"note_2"	"note_3"	"note_4"	"note_5"	"note_6"	"note_7"	"note_8"	"note_9"	"note_10"	"note_11"	"note_12"	"first_round_sent_percent"	"job"	"first_round"	"flyout"	"website"
"275"	"University of West Georgia"	NA	"09/13/2024"	"https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U"	"11/15/2024"	"Job ID: 277101"	"11/15/2024"	"Email"	"3"	""	""	""	""	""	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://careers.hprod.onehcm.usg.edu"
"276"	"Columbia Business School"	NA	"09/13/2024"	"http://apply.interfolio.com/151932"	"10/18/2024"	"Assistant Professor in Decision, Risk and Operations Division < management science, statistics, and operations management< I think it is not marketing job... < looks appropriate for quant marketing people"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
"279"	"Georgia State University"	NA	"09/17/2024"	"https://www.dropbox.com/scl/fi/vhze9764iihytu056b7tf/MKT-TT-ad-for-Fall-2025.doc?rlkey=dg8fyq4hvw25cbqgc6ngkzgf8&e=2&st=4jy8zmp6&dl=0"	""	"Pending university approval > Pending..? > don't they always write this?>they didnt get the approval "	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.dropbox.com"
"281"	"Utah Tech University"	NA	"09/17/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178921354&Title=Assistant%20Professor%20of%20Marketing"	"10/28/2024"	"$101,000-$105,000 / yr; entrepreneurial marketing and/or small business marketing."	"11/06/2024"	"Email rej"	""	""	""	""	""	""	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"282"	"UNC Chapel Hill"	NA	"09/18/2024"	"https://jobs.chronicle.com/job/37719304/assistant-professor-sport-marketing/"	""	"AP in Sports Marketing"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"284"	"Texas A&M International University"	NA	"09/19/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178923604&Title=Assistant%20Professor%20of%20Marketing"	""	""	"11/06/2024"	"Phone"	"6"	"CB (6)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"285"	"Georgia Southern University"	NA	"09/19/2024"	"https://jobs.chronicle.com/job/37720544/assistant-professor-marketing/"	"10/20/2024"	"Job ID: 277476; Experience teaching sales or sales-related courses. >Job Opening(s) # 277476 is no longer available? < It's still there < They do not sponsor the working visa. "	"10/22/2024"	"Email"	"1"	"CB (1)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"286"	"University of Virginia"	NA	"09/19/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178924289&Title=Assistant%20Professor%20of%20Commerce%20(Marketing)%2C%20Tenure%20Track"	""	"AP of Commerce in Marketing Area; at least 2 years of full-time teaching experience after earning their PhD; strong background in teaching marketing principles, marketing research, and/or analytics-based courses >> Looks like for advanced APs? <-- yes, they only hire folks who have been out at least a couple of years"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"287"	"Texas A&M (associate or full)"	NA	"09/19/2024"	"https://www.higheredjobs.com/details.cfm?JobCode=178922653&utm_source=09_19_24&utm_medium=email&utm_campaign=JobAgentEmail"	""	"This is a sheet for rookies  < No it isn't there are also advanced jobs posted here, like Dartmouth and Georgetown, and plenty of APs use this sheet. +1 < But this job is for tenured faculty, not AP's < No harm leaving it"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"288"	"Rensselaer Polytechnic Institute"	NA	"09/20/2024"	"https://jobs.chronicle.com/job/37720849/assistant-professor-marketing-and-analytics-of-consumer-behavior/"	""	"CB Track"	"10/18/2024"	"Email"	"2"	"CB (2)"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"289"	"Ferris State University"	NA	"09/20/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178925367&Title=Assistant%20Professor%20-%20Sales%20and%20Marketing%20(9-month%2C%20Tenure%20Track)"	"10/25/2024"	"$95,000 to $100,000 Salary"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"291"	"Kutztown University of Pennsylvania"	NA	""	"https://www.higheredjobs.com/search/details.cfm?JobCode=178925965&Title=Marketing%20Full-Time%20Tenure-Track%20Faculty%20Position"	"12/01/2024"	"Sample teaching assignments may include Principles of Marketing, Marketing Research, Marketing Analytics, and other computational/quantitative-focused courses as needed. / The teaching load is 4/4 "	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"292"	"York College of Pennsylvania "	NA	"09/20/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178926590&Title=Assistant%20Professor%20of%20Marketing"	"10/31/2024"	"4-4 teaching load; one publication & work experience & teaching experience required"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"294"	"Texas A&M University-Corpus Christi"	NA	"09/23/2024"	"https://tamus.wd1.myworkdayjobs.com/en-US/TAMUCC_External/details/Assistant-Professor--Marketing_R-077060?q=R-077060"	""	"same as 267 it seems"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://tamus.wd1.myworkdayjobs.com"
"295"	"University of Tulsa"	NA	"09/23/2024"	"https://universitytulsa.peopleadmin.com/postings/9592"	""	"research and teaching interest in digital and social media marketing, marketing analytics and research, and quantitative methods."	"10/15/2024"	"Email"	"7"	"Quant (4), CB (3)"	"10/29/2024
11/01/2024
11/04/2024"	"Email"	"4"	"Quant (4)"	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://universitytulsa.peopleadmin.com"
"295"	"North Dakota State University"	NA	"09/23/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178928372&Title=Assistant%20Professor%2C%20Marketing"	""	"Tenure track teaching position; Consumer Behavior. Screening will begin: 10/23/24; $128,000+ 

"	"11/12/2024"	"Email"	"7"	"CB (7)"	"11/19/2024"	"Phone"	"3"	"CB (3)"	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"296"	"Centre College"	NA	"09/24/2024"	"https://marketingphdjobs.org/job/13124/"	"10/17/2024"	""	"11/01/2024"	"Email "	"2"	"CB (2)"	"11/12/2024"	"Email"	"3"	"CB (3)"	"Onsite"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://marketingphdjobs.org"
"297"	"Oklahoma Baptist University"	NA	"09/24/2024"	"https://jobs.chronicle.com/job/37722668/assistant-or-associate-professor-of-marketing/"	""	"Must be an active member of an evangelical* church in one's community of residence"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"298"	"Wheaton College (Illinois)"	NA	"09/25/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178929592&Title=Assistant%20Professor%20of%20Marketing"	""	"Candidates should have a strong commitment to the liberal arts and the ability to integrate Christian values into their teaching."	"10/15/2024"	"Email"	"1"	"CB (1)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"299"	"University of Massachusetts – Boston"	NA	"09/25/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178930162&Title=Assistant%20Professor-%20(Marketing)"	""	"we especially welcome applications whose research and teaching interests are at the intersection of sport business and marketing"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"300"	"Rensselaer Polytechnic Institute"	NA	"09/25/2024"	"https://jobs.chronicle.com/job/37723072/assistant-professor-in-marketing-quantitative-track-carey-l-wellington-developmental-chair/"	""	"Quant position to teach Marketing Analytics and Digital Marketing under the normal teaching load of 2-2. << Is that different from #288?< Yes, this is quant post, the earlier one said preferred CB"	"10/18/2024"	"Email"	"4"	"Quant (3) CB(1)"	"11/20/2024"	"Email"	"4"	"Quant (4)"	"Onsite"	"1"	"2"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"301"	"Iowa State University"	NA	"09/25/2024"	"https://isu.wd1.myworkdayjobs.com/IowaStateJobs/job/Ames-IA/Assistant-Professor-of-Marketing_R15585"	"10/28/2024"	"Research program with a focus in the area of Consumer Behavior preferred"	"10/31/2024 
12/19/2024"	"Email"	"6 (10/31/2024) / 6 (12/19/2024)"	"CB (8) Quant (2)
Strategy (2)"	"11/08/2024"	"Email"	"4"	"CB (4)"	""	"1"	"3"	""	"3"	""	"No one accepted? < They were amazing, however, their offer came in too late."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://isu.wd1.myworkdayjobs.com"
"302"	"Wayne State University"	NA	"09/25/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178930513&Title=Open%20Rank%20Faculty%20Position%20in%20Marketing%20(F97683)"	""	"Teach 2 (per semester) undergraduate/graduate courses in Marketing."	"11/05/2024"	"Email"	"4"	"CB (3) Quant/Strategy (1)"	"11/14/2024"	"Email"	"4"	"CB (3) + 1"	"Onsite"	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"303"	"University of Delaware"	NA	"09/25/2024"	"https://careers.udel.edu/cw/en-us/job/501282/assistant-professor-tenure-track-marketing"	"10/07/2024"	"Committee will start reviewing Oct 7 (even though ad says Oct 1)"	"10/15/2024"	"Phone"	"9"	"CB (8) Quant (1)"	"11/01/2024"	"Email"	"Rejection (10)"	""	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://careers.udel.edu"
"304"	"Lewis University"	NA	"09/25/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178930679&Title=Assistant%20Professor%2C%20Marketing"	""	"Practice position in Marketing"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"305"	"University of Central Missouri"	NA	"09/26/2024"	"https://jobs.chronicle.com/job/37723831/assistant-associate-professor-marketing-tenure-track/F"	""	"Review of completed applications will begin immediately and continue until position is filled. Responsibilities include (a) teaching nine credit hours of undergraduate/graduate coursework per semester

anticipated start date of January 2025"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"306"	"Middle Tennessee State University"	NA	"09/27/2024"	"https://jobs.chronicle.com/job/37724424/marketing-tenure-track-faculty/"	"10/26/2024"	"Application Review Date: 10/26/2024; experience teaching and researching marketing analytics, neuromarketing, and consumer behavior"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"307"	"McNeese State University"	NA	"09/27/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178932466&Title=Assistant%20Professor%20of%20Marketing%20F99533"	""	"The appointment begins in January 2025. Review of applications will begin immediately, and the position will remain open until filled. SALARY: $96,000 (non-negotiable). HBCU."	""	""	""	""	""	""	""	""	""	"1"	"1"	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"308"	"Luther College"	NA	"09/27/2024"	"https://www.higheredjobs.com/details.cfm?JobCode=178930810&utm_source=09_27_24&utm_medium=email&utm_campaign=JobAgentEmail"	"10/23/2024"	"The current salary range for this position is $61,000–$68,000 for assistant professors with 0-5 years of experience; and $77,000 to $82,000 for associate professors with 0-5 years in rank; placement on scale is dependent on credentials and applicable experience. Additional opportunities are available (start-up funds, summer teaching, summer undergraduate research, grant research, administrative duties, etc.).
"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"310"	"Radford University"	NA	"09/27/2024"	"https://jobs.radford.edu/postings/14879"	"10/31/2024"	"Review starts 10/31/2024"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.radford.edu"
"311"	"Alfred University"	NA	"09/28/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178933747&Title=Assistant%20Marketing%20Professor"	""	"$80,000-$88,000 < Be careful of that \"mission\" Small town, small mindset, professors may be people who retired in the industry, and want and easy time. It's improving, but it's a challenge. "	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"312"	"University of Oklahoma"	NA	"10/01/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178936199&Title=Open-Rank%20Professor%20of%20Marketing%20and%20Supply%20Chain%20Management%20(Supply%20Chain%20Management%20-%20Tenure-Track%2FTenure)"	"Immediately"	"Work experience in any area of supply chain management <- It is one OM job?<supply chain management only"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"313"	"Governor's State University"	NA	"10/01/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178936431&Title=Assistant%20or%20Associate%20Professor%20of%20Marketing"	"10/21/2024"	"$110,000.00 - $125,000.00; Typical teaching load is 21 credit hours in an academic year.
< how many classes is this? 7? <- Yes"	"10/29/2024"	"Email"	"2"	"CB(1) Quant(1)"	"11/06/2024"	"Email"	"1"	"CB(1)"	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"314"	"University of Wisconsin-Madison"	NA	"10/01/2024"	"https://jobs.wisc.edu/jobs/assistant-professor-in-marketing-a123900-wisconsin-sch-of-business-marketing-madison-wisconsin-united-states"	"11/05/2024"	"AI from any subfield: Quant/CB/Strat/CCT (New graduates)
$210,000+ based on current salaries (not including summer); candidate will provide at least one (working) paper that is recognized as AI-related research in marketing. "	"11/01/2024"	"Email"	"1"	"Quant(1)"	""	""	"5"	"Quant(5)"	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.wisc.edu"
"315"	"University of Wisconsin-Madison (advanced assistant)"	NA	"10/01/2024"	"https://jobs.wisc.edu/jobs/assistant-professor-in-marketing-madison-wisconsin-united-states-6211ba48-cd98-4df7-93f1-0424df888846"	"11/02/2024"	"AI from any subfield: Quant/CB/Strat/CCT (Advanced assitant)
$210,000+ based on current salaries (not including summer)"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.wisc.edu"
"316"	"Coastal Carolina University"	NA	"10/02/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178937138&Title=Assistant%2FAssociate%20Professor%20of%20Marketing"	""	"The teaching load is typically 3 courses per semester; courses may be at the undergraduate or graduate level, and may include face-to-face, hybrid, and/or online delivery methods. The successful candidate will have expertise and experience qualifying them to teach Digital Marketing in addition to one or more of the following content areas: Marketing Strategy, Marketing Research, and/or Consumer Market Analysis. Review of application materials will begin immediately, and evaluation of applications will continue until the position is filled."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"317"	"University of Tampa"	NA	"10/02/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178937245&Title=Assistant%2FAssociate%20Professor%2C%20Marketing"	""	"The Marketing Department is a collegial department seeking applicants who have a proven track record in teaching, scholarship, service and student mentoring for TWO open tenure-track positions. For the first position, preference will be given to candidates with experience in and a desire to teach professional sales. For the second position, we are looking for candidates that can cover a number of different courses taught by the department. The teaching load is three (3) four credit hour courses for a total of 12 hours per semester."	"11/14/2024"	"Email"	"1"	"CB(1)"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"319"	"California State Polytechnic University, Pomona"	NA	"10/03/2024"	"https://careers.cpp.edu/en-us/job/543163/international-business-and-marketingassistant-professor"	"10/27/2024"	"Focus on international business "	"11/15/2024"	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://careers.cpp.edu"
"320"	"UT Dallas"	NA	"10/03/2024"	"https://jobs.utdallas.edu/postings/27756"	"10/31/2024"	"quantitative marketing; While the rank is open, preference to advanced assistant/associate"	"11/01/2024"	"Email"	"2"	"2 (Quant)"	""	""	""	""	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.utdallas.edu"
"321"	"Boston University"	NA	"10/04/2024"	"https://www.higheredjobs.com/state/details.cfm?JobCode=178952228&Title=Assistant%20Professor%20in%20Marketing%2C%20Questrom%20School%20of%20Business%2C%20Boston%20University"	""	"looking to hire a tenure-track Assistant Professor specializing in Digital Marketing (can be quant or behavioral). Please send all application materials to mktjobs@bu.edu. Open to rookies and non-rookies. Ad to come soon."	"10/07/2024 10/10/2024 10/17/2024"	"Email"	"4"	"2 (Quant), 2 (CB)"	""	""	""	""	""	"1"	"1"	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"322"	"Northern State University"	NA	"10/04/2024"	"https://jobs.chronicle.com/job/37728725/assistant-professor-of-marketing/"	""	""	"10/29/2024"	"Email"	"2 (12 slots provided  in the email)"	"1(Quant),1(CB)"	"11/07/2024"	"Email"	"2"	"CB(1) Quant(1)"	""	"1"	"1"	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"323"	"East Stroudsburg University"	NA	"10/07/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178942186&Title=Tenure%20Track%20Assistant%2FAssociate%20Professor%20of%20Business%20Management"	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"325"	"Arkansas Tech University"	NA	"10/08/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178944013&Title=Assistant%20Professor%20of%20Marketing"	"11/19/2024"	"Salary: $98,863"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"326"	"Wilson College"	NA	"10/08/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178943241&Title=Assistant%20Professor%20of%20Business%20(Onsite%2C%2010-Month%20Tenure-Track%20Appointment)"	""	"Review of applications will begin immediately> not sponsor visa"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"327"	"Meredith College"	NA	"10/09/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178945272&Title=Assistant%20Professor%20of%20Marketing"	""	""	"10/27/2024"	"Phone"	"1"	"CB (1)"	""	""	""	""	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"328"	"Gannon University"	NA	"10/09/2024"	"https://jobs.chronicle.com/job/37731933/assistant-professor-of-marketing-dahlkemper-school-of-business/"	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"331"	"Rutgers - Camden"	NA	"10/07/2024"	"https://www.higheredjobs.com/details.cfm?JobCode=178942474&utm_source=10_08_24&utm_medium=email&utm_campaign=JobAgentEmail"	""	"repost < but they already have flyouts?"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"332"	"California Institute of Advanced Management (CIAM)"	NA	"10/07/2024"	"https://www.higheredjobs.com/details.cfm?JobCode=178942121&utm_source=10_08_24&utm_medium=email&utm_campaign=JobAgentEmail"	""	"Start January 2025"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"333"	"Eastern University"	NA	"07/19/2024"	"https://jobs.chronicle.com/job/37733259/assistant-or-associate-professor-of-business/"	""	"Reposted by school"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"335"	"Florida State University"	NA	"10/14/2024"	"https://www.ama.org/listings/2024/10/14/florida-state-university-6/"	""	"Initial screening early November 2024; This state-funded tenure track position will be responsible for enhancing the MBA program generally and the College’s \"Business of Healthcare\" initiative more specifically. The ideal candidates will conduct rigorous and relevant research, using any methodology and theoretical lens, that has implications for healthcare marketing. Additionally, primarily teaching at the graduate level on topics including both healthcare and healthcare providers is expected. "	"11/19/2024"	"Email"	"4"	"CB (3) Quant (1)"	"12/06/2024"	"Email"	"1"	"Quant (1)"	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.ama.org"
"336"	"Bucknell University"	NA	"10/15/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178950294&Title=Tenure%20Track%20Open%20Rank%20Position%20In%20Markets%2C%20Innovation%20And%20Design"	"11/01/2024"	"a teacher-scholar to develop and teach courses in the domain of marketing insights (e.g., marketing research, digital analytics, consumer analytics) "	"11/17/2024"	"Email"	"3"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"338"	"SUNY Binghamton"	NA	"10/17/2024"	"Binghamton University Job Posting: Assistant Professor of Marketing"	""	"Evaluation of application materials begins immediately and continues until the position is filled. Preliminary interviews will be conducted via Zoom."	"12/17/2024"	"Email "	"5"	"CB (3) Strategy (2)"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
"339"	"Alma College"	NA	"10/21/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178955546&Title=Assistant%20Professor%20of%20Marketing%20-%2034020"	"11/18/2024"	"Review of applicants will begin on November 18, and continue until the position is filled."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"340"	"University of Southern Indiana"	NA	"10/21/2024"	"https://careers.usi.edu/jobs/assistant-professor-of-marketing-evansville-indiana-united-states"	""	"For best consideration, please submit materials before November 22, 2024."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://careers.usi.edu"
"341"	"UNC Charlotte"	NA	"10/21/2024"	"https://jobs.charlotte.edu/postings/59022"	""	"We will consider strong candidates conducting research in all areas of Marketing, but strong preference will be given to candidates in Digital Marketing or AI-Related Marketing. The teaching load will be 2-1 until conferral of tenure and salary are competitive with similar positions at other research universities. The review of applications will begin immediately and applications will be accepted until the position is filled.< Are they looking for rookie or advanced AP?"	"10/25/2024
10/28/2024"	"Email"	"3"	"Quant(1)"	"11/01/2024 11/04/2024"	"email"	"1                    reject (3)"	"CB (1)                     Quant (2)"	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.charlotte.edu"
"343"	"Florida Polytechnic University"	NA	"10/24/2024"	"https://jobs.chronicle.com/job/37740328/faculty-positions-in-business-analytics-open-rank-/"	""	"Position in Business Analytics but also looking for Quant Marketing candidates.  \"This tenure-equivalent system substantially mirrors tenure systems at other schools, with reappointment and progression in rank based on a comprehensive review of accomplishments. \" ANY IDEA ON WHAT THIS MEANS?"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"344"	"William & Mary"	NA	"10/24/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178960680&Title=Assistant%20Professor%20of%20Marketing"	""	"We anticipate conducting initial interviews remotely in December <- \"Position Deleted on 10/24/2024\" -> corrected link here: https://www.higheredjobs.com/search/details.cfm?JobCode=178961254&Title=Assistant%20Professor%20of%20Marketing"	"12/16/2024"	"Email"	"7 (signed up)"	"CB (1)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"345"	"University of Central Florida"	NA	"10/26/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178963261&Title=Assistant%20or%20Associate%20Professor%2C%20College%20of%20Business"	""	"The selected candidates will participate in business analytics programs at the undergraduate and graduate levels. A Ph.D. in Accounting/Economics/Finance/Management/Marketing/Sports 
Business or related discipline from an AACSB accredited institution is 
required by date of hire."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"346"	"University of Hartford"	NA	"10/28/2024"	"https://hartford.peopleadmin.com/postings/6998"	""	"Salary Range - 112,000"	"12/16/2024"	"Email"	"4"	"Quant (1) CB(3)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://hartford.peopleadmin.com"
"348"	"Palm Beach Atlantic University"	NA	"10/29/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178964973&Title=Assistant%20%2F%20Associate%20Professor%20of%20Marketing%20(Fall%202025)"	""	"Review of applications to begin immediately, but all applications will continue to be received and reviewed until the position is filled. The position is a full-time position, with a teaching load of three (3) courses per semester and a starting date of July 2025. < Have to be Christian to apply?"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
